Date,New visitors SEO,New visitors CPC,New visitors Social Media,Return visitors,Twitter mentions,Twitter follower adds,Twitter followers cumulative,Mailing list adds ,Mailing list cumulative,Website Pageviews,Website Visits,Website Unique Visits,Mobile uniques,Tablet uniques,Desktop uniques,Free sign up,Paid conversion,Events
5/4/2014,8118,1578,338,1240,0,0,489,0,2170,135293,33823,11274,1127,2142,8005,18039,2345,SEO optimization v2
5/5/2014,6095,1185,254,931,1,1,490,0,2170,135449,33862,8466,847,1608,6011,11852,1185,SEO optimization v2
5/6/2014,8136,1582,339,1243,1,-1,489,3,2173,135606,45202,11300,1130,2147,8023,16951,2204,SEO optimization v2
5/7/2014,12219,2376,509,1867,1,0,489,0,2173,135762,33940,16970,1697,3224,12049,15273,2138,SEO optimization v2
5/8/2014,16310,3171,680,2492,3,1,490,3,2176,135918,67959,22653,2265,4304,16084,29449,2945,SEO optimization v2
5/9/2014,16329,3175,680,2495,0,-1,489,2,2178,136075,45358,22679,2268,4309,16102,27215,2721,SEO optimization v2
5/10/2014,8174,1589,341,1249,2,1,490,3,2181,136231,34058,11353,1135,2157,8060,14758,1623,SEO optimization v2
5/11/2014,12275,2387,511,1875,0,2,492,0,2181,136387,34097,17048,1705,3239,12104,18753,2063,SEO optimization v2
5/12/2014,12289,2390,512,1877,0,1,493,0,2181,136543,68272,17068,1707,3243,12118,18775,2628,SEO optimization v2
5/13/2014,12303,2392,513,1880,0,2,495,3,2184,136700,68350,17087,1709,3247,12132,22214,2666,SEO optimization v2
5/14/2014,16423,3193,684,2509,0,0,495,1,2185,136856,45619,22809,2281,4334,16195,27371,3011,SEO optimization v2
5/15/2014,24662,4795,1028,3768,0,1,496,1,2186,137012,68506,34253,3425,6508,24320,51380,7193,SEO optimization v2
5/16/2014,16460,3201,686,2515,0,-1,495,0,2186,137169,45723,22861,2286,4344,16232,27434,3566,SEO optimization v2
5/17/2014,12359,2403,515,1888,0,2,497,2,2188,137325,34331,17166,1717,3261,12188,24032,2884,SEO optimization v2
5/18/2014,16498,3208,687,2520,0,3,500,2,2190,137481,45827,22914,2291,4354,16269,22914,3208,SEO optimization v2
5/19/2014,6194,1204,258,946,0,3,503,0,2190,137638,34409,8602,860,1634,6108,12043,1566,SEO optimization v2
5/20/2014,16535,3215,689,2526,1,0,503,3,2193,137794,68897,22966,2297,4363,16306,22966,2756,SEO optimization v2
5/21/2014,12416,2414,517,1897,0,-1,502,0,2193,137950,68975,17244,1724,3276,12243,15519,1552,SEO optimization v2
5/22/2014,24859,4834,1036,3798,0,-1,501,1,2194,138107,69053,34527,3453,6560,24514,44885,5386,SEO optimization v2
5/23/2014,24887,4839,1037,3802,0,2,503,3,2197,138263,69131,34566,3457,6567,24542,38022,4563,SEO optimization v2
5/24/2014,24915,4845,1038,3807,0,1,504,3,2200,138419,69210,34605,3460,6575,24569,31144,3737,SEO optimization v2
5/25/2014,6236,1213,260,953,0,2,506,0,2200,138576,34644,8661,866,1646,6149,10393,1247,SEO optimization v2
5/26/2014,24972,4856,1040,3815,0,0,506,1,2201,138732,69366,34683,3468,6590,24625,45088,5861,SEO optimization v2
5/27/2014,16667,3241,694,2546,3,2,508,3,2204,138888,69444,23148,2315,4398,16435,32407,3565,SEO optimization v2
5/28/2014,6257,1217,261,956,0,2,510,0,2204,139044,34761,8690,869,1651,6170,7821,939,SEO optimization v2
5/29/2014,16704,3248,696,2552,0,3,513,0,2204,139201,46400,23200,2320,4408,16472,23200,3016,SEO optimization v2
5/30/2014,12542,2439,523,1916,0,2,515,2,2206,139357,69679,17420,1742,3310,12368,24387,3414,SEO optimization v2
5/31/2014,8371,1628,349,1279,0,1,516,3,2209,139513,34878,11626,1163,2209,8255,10464,1256,SEO optimization v2
6/1/2014,6285,1222,262,960,0,0,516,2,2211,139670,34917,8729,873,1659,6198,9602,1248,SEO optimization v2
6/2/2014,16779,3263,699,2563,0,0,516,0,2211,139826,46609,23304,2330,4428,16546,27965,3635,SEO optimization v2
6/3/2014,8399,1633,350,1283,3,3,519,2,2213,139982,34996,11665,1167,2216,8282,17498,2275,SEO optimization v2
6/4/2014,16817,3270,701,2569,2,0,519,3,2216,140139,70069,23356,2336,4438,16583,25692,2826,SEO optimization v2
6/5/2014,8418,1637,351,1286,0,0,519,3,2219,140295,46765,11691,1169,2221,8301,11691,1637,SEO optimization v2
6/6/2014,8427,1639,351,1287,0,2,521,1,2220,140451,46817,11704,1170,2224,8310,17556,2107,SEO optimization v2
6/7/2014,16873,3281,703,2578,0,3,524,1,2221,140608,70304,23435,2343,4453,16639,28122,3375,SEO optimization v2
6/8/2014,25338,4927,1056,3871,0,3,527,0,2221,140764,70382,35191,3519,6686,24986,38710,4645,SEO optimization v2
6/9/2014,8455,1644,352,1292,2,1,528,0,2221,140920,46973,11743,1174,2231,8338,14092,1973,SEO optimization v2
6/10/2014,16929,3292,705,2586,0,1,529,3,2224,141077,47026,23513,2351,4467,16694,28215,3950,SEO optimization v2
6/11/2014,6355,1236,265,971,0,1,530,2,2226,141233,35308,8827,883,1677,6267,13241,1324,SEO optimization v2
6/12/2014,16967,3299,707,2592,1,0,530,0,2226,141389,70695,23565,2356,4477,16731,25921,3370,SEO optimization v2
6/13/2014,25478,4954,1062,3893,0,2,532,0,2226,141546,70773,35386,3539,6723,25124,53080,6900,SEO optimization v2
6/14/2014,12753,2480,531,1948,0,3,535,3,2229,141702,35425,17713,1771,3365,12576,28340,3684,SEO optimization v2
6/15/2014,11349,2207,473,1734,0,2,537,2,2231,141858,47286,15762,1576,2995,11191,14186,1986,SEO optimization v2
6/16/2014,6391,1243,266,976,1,2,539,1,2232,142014,35504,8876,888,1686,6302,8876,976,SEO optimization v2
6/17/2014,12795,2488,533,1955,0,2,541,0,2232,142171,35543,17771,1777,3377,12618,28434,3696,SEO optimization v2
6/18/2014,6405,1245,267,978,0,2,543,3,2235,142327,35582,8895,890,1690,6316,11564,1503,SEO optimization v2
6/19/2014,12824,2493,534,1959,0,1,544,2,2237,142483,71242,17810,1781,3384,12645,23154,2315,SEO optimization v2
6/20/2014,11411,2219,475,1743,0,-1,543,2,2239,142640,47547,15849,1585,3011,11253,23773,2853,SEO optimization v2
6/21/2014,25703,4998,1071,3927,0,-1,542,3,2242,142796,71398,35699,3570,6783,25346,32129,4177,SEO optimization v2
6/22/2014,25731,5003,1072,3931,0,3,545,1,2243,142952,71476,35738,3574,6790,25374,42886,5575,SEO optimization v2
6/23/2014,25760,5009,1073,3935,2,0,545,0,2243,143109,71554,35777,3578,6798,25402,35777,5009,SEO optimization v2
6/24/2014,25788,5014,1074,3940,0,3,548,3,2246,143265,71632,35816,3582,6805,25430,35816,3582,SEO optimization v2
6/25/2014,6454,1255,269,986,1,-1,547,0,2246,143421,35855,8964,896,1703,6364,8067,1049,SEO optimization v2
6/26/2014,25844,5025,1077,3948,0,0,547,3,2249,143578,71789,35894,3589,6820,25485,43073,4738,SEO optimization v2
6/27/2014,8624,1677,359,1318,0,-1,546,2,2251,143734,35933,11978,1198,2276,8504,16769,1677,SEO optimization v2
6/28/2014,12950,2518,540,1978,1,1,547,0,2251,143890,35973,17986,1799,3417,12770,25181,2770,SEO optimization v2
6/29/2014,8643,1681,360,1320,0,0,547,0,2251,144047,36012,12004,1200,2281,8523,13204,1320,SEO optimization v2
6/30/2014,25957,5047,1082,3966,0,1,548,0,2251,144203,72101,36051,3605,6850,25596,46866,5155,SEO optimization v2
7/1/2014,17323,3368,722,2647,2,0,548,3,2254,144359,72180,24060,2406,4571,17082,21654,2382,SEO optimization v2
7/2/2014,26013,5058,1084,3974,0,-1,547,1,2255,144515,72258,36129,3613,6864,25651,57806,8093,SEO optimization v2
7/3/2014,17361,3376,723,2652,0,1,548,0,2255,144672,72336,24112,2411,4581,17119,31346,4075,SEO optimization v2
7/4/2014,8690,1690,362,1328,3,0,548,3,2258,144828,36207,12069,1207,2293,8569,13276,1859,SEO optimization v2
7/5/2014,6524,1269,272,997,0,0,548,1,2259,144984,36246,9062,906,1722,6434,9968,1395,SEO optimization v2
7/6/2014,17417,3387,726,2661,2,1,549,1,2260,145141,48380,24190,2419,4596,17175,26609,3725,SEO optimization v2
7/7/2014,13077,2543,545,1998,3,-1,548,1,2261,145297,36324,18162,1816,3451,12895,29059,2906,SEO optimization v2
7/8/2014,8727,1697,364,1333,3,3,551,3,2264,145453,48484,12121,1212,2303,8606,18182,1818,SEO optimization v2
7/9/2014,13105,2548,546,2002,0,-1,550,3,2267,145610,36402,18201,1820,3458,12923,18201,2002,SEO optimization v2
7/10/2014,11661,2267,486,1782,0,3,553,3,2270,145766,48589,16196,1620,3077,11499,14577,1603,SEO optimization v2
7/11/2014,17511,3405,730,2675,0,2,555,3,2273,145922,72961,24320,2432,4621,17267,29184,3210,SEO optimization v2
7/12/2014,26294,5113,1096,4017,0,1,556,0,2273,146079,73039,36520,3652,6939,25929,47476,6172,SEO optimization v2
7/13/2014,13161,2559,548,2011,0,1,557,3,2276,146235,36559,18279,1828,3473,12978,23763,2376,SEO optimization v2
7/14/2014,8783,1708,366,1342,0,3,560,1,2277,146391,36598,12199,1220,2318,8661,13419,1744,SEO optimization v2
7/15/2014,8793,1710,366,1343,0,0,560,3,2280,146548,48849,12212,1221,2320,8671,10991,1539,SEO optimization v2
7/16/2014,17604,3423,734,2690,0,3,563,0,2280,146704,48901,24451,2445,4646,17360,24451,2934,
7/17/2014,8812,1713,367,1346,0,1,564,3,2283,146860,48953,12238,1224,2325,8689,13462,1346,
7/18/2014,8821,1715,368,1348,0,-1,563,0,2283,147016,36754,12251,1225,2328,8698,18377,2389,
7/19/2014,17661,3434,736,2698,0,2,565,1,2284,147173,49058,24529,2453,4660,17415,26982,3777,
7/20/2014,8840,1719,368,1351,0,3,568,1,2285,147329,49110,12277,1228,2333,8717,11050,1436,
7/21/2014,13274,2581,553,2028,0,3,571,3,2288,147485,73743,18436,1844,3503,13089,29497,3540,
7/22/2014,13288,2584,554,2030,3,1,572,3,2291,147642,73821,18455,1846,3506,13103,27683,2768,
7/23/2014,26604,5173,1108,4064,0,1,573,3,2294,147798,73899,36950,3695,7020,26234,51729,6725,
7/24/2014,17755,3452,740,2712,3,3,576,2,2296,147954,73977,24659,2466,4685,17508,39454,4735,
7/25/2014,11849,2304,494,1810,0,1,577,2,2298,148111,49370,16457,1646,3127,11684,19748,2370,
7/26/2014,13344,2595,556,2039,2,-1,576,0,2298,148267,37067,18533,1853,3521,13159,22240,2446,
7/27/2014,17811,3463,742,2721,0,3,579,0,2298,148423,49474,24737,2474,4700,17563,22263,2449,
7/28/2014,8915,1733,371,1362,0,-1,578,3,2301,148580,37145,12382,1238,2353,8791,11143,1449,
7/29/2014,13386,2603,558,2045,1,1,579,3,2304,148736,74368,18592,1859,3532,13200,27888,2789,
7/30/2014,17867,3474,744,2730,0,1,580,0,2304,148892,74446,24815,2482,4715,17619,34742,3822,
7/31/2014,11924,2319,497,1822,3,0,580,1,2305,149049,49683,16561,1656,3147,11758,16561,2319,
8/1/2014,8952,1741,373,1368,1,1,581,1,2306,149205,37301,12434,1243,2362,8828,19894,2188,
8/2/2014,17923,3485,747,2738,0,-1,580,0,2306,149361,49787,24894,2489,4730,17674,34851,4531,
8/3/2014,11961,2326,498,1827,0,-1,579,2,2308,149517,49839,16613,1661,3156,11795,16613,2160,
8/4/2014,13471,2619,561,2058,2,1,580,0,2308,149674,37418,18709,1871,3555,13284,16838,1684,
8/5/2014,13485,2622,562,2060,3,0,580,0,2308,149830,74915,18729,1873,3558,13297,20602,2884,
8/6/2014,8999,1750,375,1375,0,-1,579,1,2309,149986,37497,12499,1250,2375,8874,11249,1350,
8/7/2014,9009,1752,375,1376,0,1,580,3,2312,150143,50048,12512,1251,2377,8883,12512,1251,
8/8/2014,12024,2338,501,1837,0,1,581,1,2313,150299,50100,16700,1670,3173,11857,21710,2605,
8/9/2014,6770,1316,282,1034,0,2,583,0,2313,150455,37614,9403,940,1787,6676,12224,1467,
8/10/2014,13555,2636,565,2071,0,-1,582,0,2313,150612,37653,18826,1883,3577,13367,20709,2692,
8/11/2014,11496,2638,1885,2827,2,1,583,4,2317,150768,75384,18846,2262,3204,13381,16961,4071,Targeted outreach campaign
8/12/2014,15351,3523,2517,3775,0,5,588,3,2320,150990,75495,25165,3020,4278,17867,15099,3473,Targeted outreach campaign
8/13/2014,10249,2352,1680,2520,4,2,590,1,2321,151212,50404,16801,2016,2856,11929,15121,3629,Targeted outreach campaign
8/14/2014,15396,3533,2524,3786,6,4,594,4,2325,151435,50478,25239,3029,4291,17920,17667,4417,Targeted outreach campaign
8/15/2014,11564,2654,1896,2844,0,5,599,5,2330,151657,75828,18957,2275,3223,13460,18957,4360,Targeted outreach campaign
8/16/2014,15441,3544,2531,3797,4,2,601,0,2330,151879,50626,25313,3038,4303,17972,22782,5695,Targeted outreach campaign
8/17/2014,11598,2662,1901,2852,4,-1,600,1,2331,152101,76051,19013,2282,3232,13499,15210,3498,Targeted outreach campaign
8/18/2014,10324,2369,1692,2539,1,2,602,3,2334,152323,50774,16925,2031,2877,12017,15232,3199,Targeted outreach campaign
8/19/2014,5816,1335,953,1430,2,-1,601,3,2337,152546,38136,9534,1144,1621,6769,9534,2384,Targeted outreach campaign
8/20/2014,10354,2376,1697,2546,0,2,603,1,2338,152768,50923,16974,2037,2886,12052,11882,2495,Targeted outreach campaign
8/21/2014,23331,5355,3825,5737,0,1,604,5,2343,152990,76495,38248,4590,6502,27156,22949,5737,Targeted outreach campaign
8/22/2014,15577,3575,2554,3830,6,4,608,2,2345,153212,76606,25535,3064,4341,18130,15321,3217,Targeted outreach campaign
8/23/2014,7800,1790,1279,1918,2,2,610,0,2345,153434,38359,12786,1534,2174,9078,10229,2455,Targeted outreach campaign
8/24/2014,7811,1793,1280,1921,6,3,613,5,2350,153657,38414,12805,1537,2177,9091,11524,2535,Targeted outreach campaign
8/25/2014,5867,1346,962,1443,0,4,617,3,2353,153879,38470,9617,1154,1635,6828,8656,2077,Targeted outreach campaign
8/26/2014,23500,5394,3853,5779,0,5,622,5,2358,154101,77051,38525,4623,6549,27353,34673,7975,Targeted outreach campaign
8/27/2014,10460,2401,1715,2572,0,2,624,2,2360,154323,51441,17147,2058,2915,12174,12003,2881,Targeted outreach campaign
8/28/2014,15712,3606,2576,3864,0,1,625,2,2362,154546,77273,25758,3091,4379,18288,20606,4533,Targeted outreach campaign
8/29/2014,7867,1806,1290,1935,0,1,626,5,2367,154768,51589,12897,1548,2193,9157,7738,1780,Targeted outreach campaign
8/30/2014,15757,3616,2583,3875,4,2,628,2,2369,154990,77495,25832,3100,4391,18340,18082,3616,Targeted outreach campaign
8/31/2014,23670,5432,3880,5820,6,-1,627,5,2374,155212,77606,38803,4656,6597,27550,31042,7140,Targeted outreach campaign
9/1/2014,10535,2418,1727,2591,3,5,632,5,2379,155434,51811,17270,2072,2936,12262,12089,3022,Targeted outreach campaign
9/2/2014,7913,1816,1297,1946,0,-1,631,3,2382,155657,38914,12971,1557,2205,9210,10377,2075,Targeted outreach campaign
9/3/2014,7924,1819,1299,1948,6,4,635,3,2385,155879,51960,12990,1559,2208,9223,7794,1637,Targeted outreach campaign
9/4/2014,23805,5464,3903,5854,2,5,640,2,2387,156101,78050,39025,4683,6634,27708,23415,5385,Targeted outreach campaign
9/5/2014,7946,1824,1303,1954,6,0,640,5,2392,156323,39081,13027,1563,2215,9249,7816,1563,Targeted outreach campaign
9/6/2014,11937,2740,1957,2935,5,0,640,1,2393,156545,78273,19568,2348,3327,13893,19568,3914,Targeted outreach campaign
9/7/2014,11954,2743,1960,2939,0,0,640,1,2394,156768,78384,19596,2352,3331,13913,15677,3292,Targeted outreach campaign
9/8/2014,11970,2747,1962,2944,0,-1,639,5,2399,156990,78495,19624,2355,3336,13933,17661,4062,Targeted outreach campaign
9/9/2014,11987,2751,1965,2948,4,3,642,4,2403,157212,39303,19652,2358,3341,13953,17686,4068,Targeted outreach campaign
9/10/2014,8003,1837,1312,1968,4,2,644,0,2403,157434,39359,13120,1574,2230,9315,11808,2834,Targeted outreach campaign
9/11/2014,6011,1379,985,1478,0,0,644,0,2403,157656,39414,9854,1182,1675,6996,8868,1951,Targeted outreach campaign
9/12/2014,12038,2763,1973,2960,0,0,644,1,2404,157879,39470,19735,2368,3355,14012,19735,4539,Targeted outreach campaign
9/13/2014,8037,1845,1318,1976,0,2,646,4,2408,158101,52700,13175,1581,2240,9354,7905,1818,Targeted outreach campaign
9/14/2014,16096,3694,2639,3958,0,3,649,1,2409,158323,79162,26387,3166,4486,18735,23748,5937,Targeted outreach campaign
9/15/2014,8059,1850,1321,1982,6,3,652,0,2409,158545,52848,13212,1585,2246,9381,13212,3303,Targeted outreach campaign
9/16/2014,10761,2470,1764,2646,5,1,653,0,2409,158767,52922,17641,2117,2999,12525,15877,3969,Targeted outreach campaign
9/17/2014,24246,5565,3975,5962,0,2,655,1,2410,158990,79495,39747,4770,6757,28221,35773,7512,Targeted outreach campaign
9/18/2014,10791,2477,1769,2654,3,0,655,2,2412,159212,53071,17690,2123,3007,12560,10614,2123,Targeted outreach campaign
9/19/2014,10806,2480,1771,2657,4,3,658,3,2415,159434,53145,17715,2126,3012,12578,10629,2445,Targeted outreach campaign
9/20/2014,16232,3725,2661,3991,0,4,662,5,2420,159656,53219,26609,3193,4524,18893,15966,3832,Targeted outreach campaign
9/21/2014,6095,1399,999,1499,5,1,663,1,2421,159879,39970,9992,1199,1699,7095,6995,1609,Targeted outreach campaign
9/22/2014,10851,2490,1779,2668,3,0,663,2,2423,160101,53367,17789,2135,3024,12630,16010,3842,Targeted outreach campaign
9/23/2014,16299,3741,2672,4008,0,2,665,4,2427,160323,80161,26720,3206,4542,18972,16032,4008,Targeted outreach campaign
9/24/2014,8161,1873,1338,2007,0,1,666,2,2429,160545,40136,13379,1605,2274,9499,12041,2529,Targeted outreach campaign
9/25/2014,16345,3751,2679,4019,6,2,668,5,2434,160767,80384,26795,3215,4555,19024,21436,5145,Targeted outreach campaign
9/26/2014,6138,1409,1006,1509,0,-1,667,4,2438,160990,40247,10062,1207,1711,7144,10062,2214,Targeted outreach campaign
9/27/2014,12292,2821,2015,3023,1,2,669,2,2440,161212,80606,20151,2418,3426,14308,20151,4836,Targeted outreach campaign
9/28/2014,24619,5650,4036,6054,0,3,672,2,2442,161434,80717,40358,4843,6861,28655,36323,7265,Targeted outreach campaign
9/29/2014,16435,3772,2694,4041,1,3,675,1,2443,161656,53885,26943,3233,4580,19129,21554,4526,Targeted outreach campaign
9/30/2014,6172,1416,1012,1518,5,-1,674,1,2444,161878,40470,10117,1214,1720,7183,7082,1416,Targeted outreach campaign
10/1/2014,16480,3782,2702,4053,6,4,678,0,2444,162101,54034,27017,3242,4593,19182,18912,4161,Targeted outreach campaign
10/2/2014,8251,1894,1353,2029,1,3,681,3,2447,162323,54108,13527,1623,2300,9604,8116,1948,Targeted outreach campaign
10/3/2014,8263,1896,1355,2032,0,2,683,5,2452,162545,54182,13545,1625,2303,9617,9482,2276,Targeted outreach campaign
10/4/2014,12411,2848,2035,3052,6,0,683,3,2455,162767,81384,20346,2442,3459,14446,12208,2930,Targeted outreach campaign
10/5/2014,8285,1902,1358,2037,1,-1,682,2,2457,162989,40747,13582,1630,2309,9644,9508,1902,Targeted outreach campaign
10/6/2014,8297,1904,1360,2040,2,1,683,1,2458,163212,40803,13601,1632,2312,9657,8161,2040,Targeted outreach campaign
10/7/2014,11077,2542,1816,2724,0,0,683,1,2459,163434,54478,18159,2179,3087,12893,14527,2905,Targeted outreach campaign
10/8/2014,16638,3819,2728,4091,3,4,687,0,2459,163656,81828,27276,3273,4637,19366,27276,6273,Targeted outreach campaign
10/9/2014,12496,2868,2048,3073,3,0,687,0,2459,163878,40970,20485,2458,3482,14544,14339,3011,Targeted outreach campaign
10/10/2014,8342,1915,1368,2051,4,1,688,4,2463,164100,54700,13675,1641,2325,9709,8205,1723,Targeted outreach campaign
10/11/2014,16706,3834,2739,4108,0,0,688,1,2464,164323,54774,27387,3286,4656,19445,21910,4601,Targeted outreach campaign
10/12/2014,12547,2880,2057,3085,0,0,688,4,2468,164545,82272,20568,2468,3497,14603,12341,2838,Targeted outreach campaign
10/13/2014,8376,1922,1373,2060,0,-1,687,1,2469,164767,41192,13731,1648,2334,9749,8238,2060,Targeted outreach campaign
10/14/2014,16774,3850,2750,4125,5,5,692,3,2472,164989,54996,27498,3300,4675,19524,27498,5775,Targeted outreach campaign
10/15/2014,11198,2570,1836,2754,2,5,697,2,2474,165212,55071,18357,2203,3121,13033,16521,3635,Targeted outreach campaign
10/16/2014,8410,1930,1379,2068,2,0,697,2,2476,165434,41358,13786,1654,2344,9788,9650,2220,Targeted outreach campaign
10/17/2014,8421,1933,1380,2071,1,1,698,1,2477,165656,41414,13805,1657,2347,9801,11044,2761,Targeted outreach campaign
10/18/2014,8432,1935,1382,2073,5,2,700,0,2477,165878,41470,13823,1659,2350,9814,13823,3318,Targeted outreach campaign
10/19/2014,6333,1453,1038,1557,3,-1,699,1,2478,166100,41525,10381,1246,1765,7371,8305,1993,Targeted outreach campaign
10/20/2014,8455,1940,1386,2079,0,1,700,2,2480,166323,55441,13860,1663,2356,9841,13860,3188,Targeted outreach campaign
10/21/2014,11288,2591,1850,2776,0,0,700,2,2482,166545,55515,18505,2221,3146,13139,18505,4256,Targeted outreach campaign
10/22/2014,6358,1459,1042,1563,0,0,700,3,2485,166767,41692,10423,1251,1772,7400,9381,2064,Targeted outreach campaign
10/23/2014,16977,3896,2783,4175,2,1,701,4,2489,166989,83495,27832,3340,4731,19760,27832,6958,Targeted outreach campaign
10/24/2014,8500,1951,1393,2090,3,3,704,5,2494,167211,41803,13934,1672,2369,9893,12541,2634,Targeted outreach campaign
10/25/2014,11348,2605,1860,2791,5,0,704,4,2498,167434,55811,18604,2232,3163,13209,13023,3125,Targeted outreach campaign
10/26/2014,12784,2934,2096,3144,0,1,705,1,2499,167656,83828,20957,2515,3563,14879,18861,4715,Targeted outreach campaign
10/27/2014,8534,1959,1399,2098,5,0,705,2,2501,167878,41970,13990,1679,2378,9933,13990,2798,Targeted outreach campaign
10/28/2014,25635,5884,4203,6304,3,2,707,4,2505,168100,84050,42025,5043,7144,29838,37823,8321,Targeted outreach campaign
10/29/2014,17113,3928,2805,4208,0,3,710,5,2510,168322,56107,28054,3366,4769,19918,28054,7013,Targeted outreach campaign
10/30/2014,8568,1966,1405,2107,0,2,712,1,2511,168545,42136,14045,1685,2388,9972,14045,2950,Targeted outreach campaign
10/31/2014,8579,1969,1406,2110,0,4,716,0,2511,168767,56256,14064,1688,2391,9985,12658,2911,Targeted outreach campaign
11/1/2014,11454,2629,1878,2816,6,2,718,2,2513,168989,56330,18777,2253,3192,13331,11266,2704,Targeted outreach campaign
11/2/2014,12902,2961,2115,3173,6,5,723,3,2516,169211,42303,21151,2538,3596,15017,19036,4378,Targeted outreach campaign
11/3/2014,8613,1977,1412,2118,0,1,724,4,2520,169433,42358,14119,1694,2400,10025,8472,1694,Targeted outreach campaign
11/4/2014,6468,1484,1060,1591,5,5,729,3,2523,169656,42414,10603,1272,1803,7528,8483,2036,Targeted outreach campaign
11/5/2014,6477,1486,1062,1593,0,5,734,2,2525,169878,42469,10617,1274,1805,7538,10617,2230,Targeted outreach campaign
11/6/2014,17294,3969,2835,4253,2,1,735,4,2529,170100,56700,28350,3402,4820,20129,17010,4253,Targeted outreach campaign
11/7/2014,6494,1490,1065,1597,2,2,737,4,2533,170322,42581,10645,1277,1810,7558,6387,1597,Targeted outreach campaign
11/8/2014,6502,1492,1066,1599,3,1,738,4,2537,170545,42636,10659,1279,1812,7568,9593,1919,Targeted outreach campaign
11/9/2014,13021,2988,2135,3202,1,2,740,3,2540,170767,42692,21346,2562,3629,15156,12808,2690,Targeted outreach campaign
11/10/2014,11589,2660,1900,2850,4,1,741,4,2544,170989,56996,18999,2280,3230,13489,15199,3192,Targeted outreach campaign
11/11/2014,11604,2663,1902,2854,4,0,741,1,2545,171211,57070,19023,2283,3234,13507,19023,4185,Targeted outreach campaign
11/12/2014,8715,2000,1429,2143,0,2,743,1,2546,171433,57144,14286,1714,2429,10143,11429,2857,Targeted outreach campaign
11/13/2014,6544,1502,1073,1609,0,2,745,2,2548,171656,42914,10728,1287,1824,7617,9656,2028,Targeted outreach campaign
11/14/2014,26211,6016,4297,6445,0,5,750,2,2550,171878,85939,42969,5156,7305,30508,42969,8594,Targeted outreach campaign
11/15/2014,11665,2677,1912,2868,2,1,751,5,2555,172100,57367,19122,2295,3251,13577,11473,2524,Targeted outreach campaign
11/16/2014,17519,4021,2872,4308,0,1,752,5,2560,172322,86161,28720,3446,4882,20391,25848,5170,Targeted outreach campaign
11/17/2014,17542,4026,2876,4314,0,3,755,5,2565,172544,86272,28757,3451,4889,20418,20130,4831,Targeted outreach campaign
11/18/2014,8782,2016,1440,2160,0,3,758,0,2565,172767,43192,14397,1728,2448,10222,10078,2116,Targeted outreach campaign
11/19/2014,13190,3027,2162,3244,0,1,759,5,2570,172989,86494,21624,2595,3676,15353,12974,3244,Targeted outreach campaign
11/20/2014,26415,6062,4330,6495,2,5,764,3,2573,173211,86605,43303,5196,7361,30745,34642,7621,Targeted outreach campaign
11/21/2014,6612,1518,1084,1626,5,4,768,3,2576,173433,43358,10840,1301,1843,7696,6504,1626,Targeted outreach campaign
11/22/2014,13241,3039,2171,3256,0,5,773,1,2577,173655,43414,21707,2605,3690,15412,17366,3473,Targeted outreach campaign
11/23/2014,11785,2705,1932,2898,6,5,778,3,2580,173878,57959,19320,2318,3284,13717,17388,3999,Targeted outreach campaign
11/24/2014,8850,2031,1451,2176,2,4,782,5,2585,174100,58033,14508,1741,2466,10301,8705,2002,Targeted outreach campaign
11/25/2014,8861,2034,1453,2179,2,1,783,4,2589,174322,58107,14527,1743,2470,10314,13074,3138,Targeted outreach campaign
11/26/2014,17745,4073,2909,4364,5,0,783,3,2592,174544,58181,29091,3491,4945,20654,20363,4073,Targeted outreach campaign
11/27/2014,17768,4078,2913,4369,0,4,787,0,2592,174766,87383,29128,3495,4952,20681,20389,4690,Targeted outreach campaign
11/28/2014,17791,4083,2916,4375,6,-1,786,2,2594,174989,58330,29165,3500,4958,20707,20415,4900,Targeted outreach campaign
11/29/2014,8907,2044,1460,2190,2,4,790,1,2595,175211,58404,14601,1752,2482,10367,8761,2015,Targeted outreach campaign
11/30/2014,26754,6140,4386,6579,3,-1,789,1,2596,175433,87717,43858,5263,7456,31139,30701,6140,Targeted outreach campaign
12/1/2014,26787,6148,4391,6587,3,2,791,4,2600,175655,87828,43914,5270,7465,31179,39522,9090,Targeted outreach campaign
12/2/2014,13411,3078,2198,3298,0,5,796,2,2602,175877,87939,21985,2638,3737,15609,19786,4947,Targeted outreach campaign
12/3/2014,8952,2054,1467,2201,1,0,796,1,2603,176100,58700,14675,1761,2495,10419,11740,2465,Targeted outreach campaign
12/4/2014,11951,2743,1959,2939,0,2,798,1,2604,176322,58774,19591,2351,3331,13910,17632,3526,Targeted outreach campaign
12/5/2014,13461,3090,2207,3310,1,-1,797,0,2604,176544,88272,22068,2648,3752,15668,13241,2913,Targeted outreach campaign
12/6/2014,13478,3093,2210,3314,4,0,797,5,2609,176766,88383,22096,2651,3756,15688,19886,4574,Targeted outreach campaign
12/7/2014,6748,1549,1106,1659,4,1,798,2,2611,176989,44247,11062,1327,1881,7854,11062,2323,Targeted outreach campaign
12/8/2014,18016,4135,2954,4430,2,2,800,5,2616,177211,59070,29535,3544,5021,20970,26582,5316,Targeted outreach campaign
12/9/2014,9020,2070,1479,2218,5,2,802,1,2617,177433,44358,14786,1774,2514,10498,13307,3327,Targeted outreach campaign
